path	filesize	transcript
clips/common_voice_az_126.wav	352044	 lakin napolyonu dövrəyə alıb oturmuş köpeklər onların üstünə asladan mırıldayan kimi donuzlar səslərini kəsib yerlərində oturdular
clips/common_voice_az_127.wav	256044	 qoyunlar təxminən birbeş dəqiqə ərzində var səsləri ilə dörd ayaq yaxşıdır iki ayaq pisdir deyə mələşdilər
clips/common_voice_az_128.wav	128044	 bununla da müzakirə açmaq niyyətinin qarşısı alındı
clips/common_voice_az_129.wav	160044	 sonra çıxırıqan yeni qaydaları izah etmək üçün heyvanların yanına göndərildi
clips/common_voice_az_130.wav	128044	 yoldaşlar deyə o çıxırırdı
clips/common_voice_az_131.wav	352044	 inanıram ki hər bir heyvan yoldaş napolyonun öz üzərinə əlavə məsuliyyət götürməklə nə qədər böyük fədakarlıq etdiyini layiqincə qiymətləndirməyi bacaracaq
clips/common_voice_az_132.wav	160044	 yoldaşlar elə düşünməyin ki rəhbərlik etmək kevçəkməkdir
clips/common_voice_az_133.wav	128044	 əksinə bu çox böyük və ağır məsuliyyətdir
clips/common_voice_az_134.wav	160044	 bütün heyvanların bərabərliyi idiyasına yoldaş napolyon kimi ürəkdən inanan başqa lider yoxdur
clips/common_voice_az_135.wav	160044	 əlbəttə qərarları siz qəbul etsəydiniz o özünü daha xoşbəxt sayardı
clips/common_voice_az_136.wav	96044	 lakin bəzən siz səhv addım ata bilərsiniz
clips/common_voice_az_137.wav	64044	 bəs onda necə olardı yoldaşlar
clips/common_voice_az_138.wav	288044	 təsəvvürünüzə gətirin ki siz dəyirman xəyal plovu ilə ortalığa atılan snowballın indi cinayətkardan o qədər də fərqlənmədiyi
clips/common_voice_az_139.wav	128044	 aşkara çıxan həmin o snowballın arxasında getmək bərasında qərar qəbul etmişdiniz
clips/common_voice_az_140.wav	192044	 o payə döyüşündə cəsarətlə vuruşurdu deyə kimse dilləndi
clips/common_voice_az_141.wav	128044	 cəsarət hələ hər şey demək deyil çılırqan etiraz etdi
clips/common_voice_az_142.wav	128044	 sədəqət və itahiyyət ən vacib keyfiyyətlər bunlardır
clips/common_voice_az_143.wav	288044	 payə döyüşündə gələndə isə inanıram ki bir vaxt gələcək snowballın bu döyüşdəki rolunun həddindən artıq kişirdildiyi ortaya çıxacaq
clips/common_voice_az_144.wav	128044	 intizam yoldaşlar dəmir intizam
clips/common_voice_az_145.wav	64044	 bugün ən vacib məsələ budur
clips/common_voice_az_146.wav	192044	 bir yanlış addım kifayətdir ki düşmənlər yenidən üstümüzə ayağa açsınlar
clips/common_voice_az_147.wav	192044	 inanıram ki yoldaşlar siz heç biriniz consun geri qayıtmasını istəmirsiz
clips/common_voice_az_148.wav	128044	 həmşəki kimi bu dəfə də consula bağlı dəlil hamını susturdu
clips/common_voice_az_149.wav	96044	 heyvanların heç biri onun qayıtmasını istəmirdi
clips/common_voice_az_150.wav	224044	 əgər bazar günü müzakirələri consun dönüşü ilə nəticələnəcək isə onda bu müzakirələr dərhal dayandırılmalı idi
clips/common_voice_az_151.wav	160044	 hər şey götür qoy etməyə vaxt tapmış boxser hamının fikrini bildirərək dedi
clips/common_voice_az_152.wav	128044	 əgər yoldaşlar napolyon belə deyirsə deməli belə olmalıdır
clips/common_voice_az_153.wav	224044	 bundan sonra o özünün mən daha çox işləyəcəm sözlərinə napolyon həmişaklıdır şuarını dəlaba etdi
clips/common_voice_az_154.wav	96044	 artıq havanın şaxı sınmışdı
clips/common_voice_az_155.wav	64044	 yaz cümu başlanmışdı
clips/common_voice_az_156.wav	192044	 snobolun dəhrman lahiyyəsi üzərində işlədiyi çardaq otağının qapısı o vaxtdan bağlı saxlanılırdı
clips/common_voice_az_157.wav	96044	 heyvanlara lahiyyənin pozuluğu xəbəri çatdırılmışdı
clips/common_voice_az_158.wav	256044	 indi hər bazar günü səhər saat birsıfırda hamı ambara toplaşır həftə ərzində görüləcək işlərlə bağlı tapışırıqlar alırdı
clips/common_voice_az_159.wav	288044	 qoca mayorun yalnız kəllə sümükləri salamat qalan başı məzardan çıxarılmış tüfəngin arxasında bayraq direyinin dibindəki kötüyün üstünə qoyulmuşdu
clips/common_voice_az_160.wav	352044	 bayrağa ehtiram mərasimindən sonra heyvanlar ambara girməmişdən əvvəl növbə ilə qoca mayorun kəllə sümüyü önündən keçməli və ona tənzim etməliydilər
clips/common_voice_az_161.wav	160044	 indi heyvanlar ambarda əvvəllər olduğu kimi hamısı bir yerdə oturmurdu
clips/common_voice_az_162.wav	384044	 napolyon çığırqan və gözəl şəhirlər mahnılar müəllifi kimi tanınan minimus adlı istedadlı donuz ambarın yuxarı başında nisbətən yüksək yerdə otururdu
clips/common_voice_az_163.wav	192044	 doqquz köpek yarım dairə şəkində dayanaraq onları qabaq sıradaki donuzlardan ayırırdı
clips/common_voice_az_164.wav	224044	 qalan heyvanlar üzlərini napolyonun əyləşdiyi hündür yerə tərəf çevirərək ambardakı boş yerlərini tuturdular
clips/common_voice_az_165.wav	192044	 napolyon hərbi komanda verilmiş kimi köbut səslə öz tapşırıqlarını kağızdan oxuyurdu
clips/common_voice_az_166.wav	192044	 sonra ingiltər heyvanları yalnız bir dəfə ifa olunandan sonra hamı dağılışırdı
clips/common_voice_az_167.wav	416044	 snoballın qovulmasının üçüncü həftəsi bir bazar səhəri heyvanlar deyirmanın nəyin bahasına olursa olsun tikilməsi ilə əlaqədar napolyonun qərarını eşidəndə bəlkə təcrübləndilər
clips/common_voice_az_168.wav	256044	 napolyon fikrinin nəyə görə dəyişdiyini izah etmədi lakin bildirdi ki bu əlavə iş heyvanlardan son dərəcə böyük zəhmət tələb edir
clips/common_voice_az_169.wav	128044	 vəziyyətlə əlaqədar hətta gündəlik qida norması da azaldıla bilər
clips/common_voice_az_170.wav	128044	 lahiyə ən xırda detalları nə qədər nəzərdən keçirilmişdir
clips/common_voice_az_171.wav	224044	 son üç həftə ərzində donuzlardan ibarət xüsusi komissiya onun üzərində son tamamlama işləri aparırmış
clips/common_voice_az_172.wav	224044	 dəyirmanın və digər yardımcı binaların dikincisinin təxminən iki il müddətində başa çatdırılması nəzərdə tutulurdu
clips/common_voice_az_173.wav	288044	 həmin axşam çığırıqan heyvanlarla fərdi söhbət zamanı napolyonun heç zaman dəyirman dikincisinin əleyhinə olmadığını izah edirdi
clips/common_voice_az_174.wav	224044	 əksinə lap başlangıcıdan bu işin təşəbbüskarının məhz yoldaş napolyon olduğunu deyirdi
clips/common_voice_az_175.wav	192044	 səndə məhə snobal inkubator otağının döşəməsinə çəkdiyi planı onun kağızları arasından oğurluyubmuş
clips/common_voice_az_176.wav	128044	 yəni dəyirman diyyəsinin ilk müəllifi napolyon idi
clips/common_voice_az_177.wav	224044	 bəs elə isə napolyon niyə lahiyyənin əleyhinə bu cür kəskin şəkildə çıxırdı deyə bəziləri zoruşdu
clips/common_voice_az_178.wav	160044	 söhbət gəlib bu yarı çıxanda çığırıqan balaca gözlərini hile gərcəsinə qıyıdı
clips/common_voice_az_179.wav	96044	 bu yoldaş napolyonun bicliyidir dedi
clips/common_voice_az_180.wav	160044	 o özünü dəyirman dikincisinin əleyhtarı kimi göstərərək sadəcə manevr edirdi
clips/common_voice_az_181.wav	160044	 təhlükə xaraktera və mənfi təsir gücünə malik snobaldan xilas olmaq istəyirdi
clips/common_voice_az_182.wav	96044	 artıq snobald fermadan uzaqlaşdırılıb
clips/common_voice_az_183.wav	128044	 lahiyyə onun heç bir müdaxiləsi olmadan həyata keçirilə bilər
clips/common_voice_az_184.wav	160044	 bir sözlə çıxırıqan bütün bunların əvvəlcədən düşünülmüş taktika olduğunu dedi
clips/common_voice_az_185.wav	96044	 sonra bir neçə dəfə təkrarladı
clips/common_voice_az_186.wav	96044	 vəli taktika yoldaşlar taktika
clips/common_voice_az_187.wav	192044	 bu sözlər deyərkən çıxırıqan yerində oynaxlayır və güləgülə quyruğunu tərpədirdi
clips/common_voice_az_188.wav	160044	 heyvanlar eşitdikləri sözün mənasını başa düşdüklərinə o qədər də əmin deyildilər
clips/common_voice_az_189.wav	256044	 lakin çıxırıqan elə inandırıcı danışırdı ki onu müşahid eləyən üç köpeysə elə hədələyici tərzə mırıldanırdı ki
clips/common_voice_az_190.wav	128044	 onlar heç bir əlavə sorğu sualsız deyilənlərlə razılaşırdılar
clips/common_voice_az_191.wav	64044	 il boyu heyvanlar qul kimi çalışırdılar
clips/common_voice_az_192.wav	128044	 amma bir məsələ də vardı ki zəhmətlərindən həzzə alırdılar
clips/common_voice_az_193.wav	160044	 özlərini fəda etmələri əziyyət çəkmələri ilə bağlı heç bir şikayət eşidilmirdi
clips/common_voice_az_194.wav	128044	 bilirdilər ki nə iş görürlərsə özləri və övladları üçün görürlər
clips/common_voice_az_195.wav	160044	 insan adlanan bir dəstə təmbəl oğru məxluq üçün can qoymurlar
clips/common_voice_az_196.wav	64044	 yazda və payda hər gün birsıfır saat işləyirdilər
clips/common_voice_az_197.wav	160044	 avqusta isə napolyon bazar günləri nahardan sonra da işləmək zərurəti yarandığını elan etdi
clips/common_voice_az_198.wav	96044	 doğrudur bu məsələ tam könüllü əsasındaydı
clips/common_voice_az_199.wav	128044	 lakin işə çıxmayan heyvanın yemək payı yarbayara azaldılırdı
clips/common_voice_az_200.wav	128044	 nə qədər çalışıb əlləşdələr də hələ görülməmiş xeyli iş qalmışdı
clips/common_voice_az_201.wav	96044	 biçim vaxtı ötən ildəki qədər bol məhsul toplana bilməmişdi
clips/common_voice_az_202.wav	128044	 yayın əvvəlində köklük bitkilər əkilməsi nəzərdə tutulan iki sahə isə
clips/common_voice_az_203.wav	128044	 şumun vaxtında başa çatdırılmaması ucbatından ümumiyyətlə boş qalmışdı
clips/common_voice_az_204.wav	192044	 öz ideal çəkinizi bir kəğza yazib tərəzinin üzərinə yapişdirin
clips/common_voice_az_205.wav	96044	 yaxşi olar ki çəkinizi heç ölçməyəsiniz
clips/common_voice_az_206.wav	160044	 qoy sizin fikirləriniz sözləriniz və hərikətlərinizi istəyiniz lə siddiyət yəratmasin
clips/common_voice_az_207.wav	96044	 hazirki ölçünüzə öyüğün giyim almayin
clips/common_voice_az_208.wav	224044	 arzuladiqiniz ölçüdə olan paltarlar alacaqiniza inanin və o paltarlarin içərsində özünüzə kənardan baxmaqi bacarin
clips/common_voice_az_209.wav	160044	 ideal çəkinin cəzbi də kayinət katoloquna sifariş etmək kimidir
clips/common_voice_az_210.wav	160044	 katoloqu gözdən keçirirsiniz bir çəkit seçib sifarişinizi edirsiniz
clips/common_voice_az_211.wav	96044	 daha sonra onu sizə çatdirirlar
clips/common_voice_az_212.wav	224044	 təsəvvürünüzdə ideal bədən quruluşuna sahib olan və hər zaman heyran olduğunuz insanlar üzərində diqqətinizi cəmləyin
clips/common_voice_az_213.wav	288044	 belə insanları axtarın yadda saxlayın və əmin olun siz hər dəfə o mükəmməl vücuda heyranlıqla baxdıqda onu özünüzə cəzb edirsiniz
clips/common_voice_az_214.wav	160044	 artıq çəkili insanları gördükdə isə onlara çox az baxmağa çalışın
clips/common_voice_az_215.wav	192044	 təminandaca ağlınıza öz ideal bədəninizin təsvirini gətirin və onu dərindən hiss edib duymağa çalışın
clips/common_voice_az_216.wav	64044	 qaybul edin
clips/common_voice_az_217.wav	64044	 yaxşi ovqatda olmalisiniz
clips/common_voice_az_218.wav	96044	 vücudunuzdan zövq alib özünüzü bəyənməlisiniz
clips/common_voice_az_219.wav	256044	 bu çox vacibtdir çünki indi özünüz haqqinda pis fikirləşirsinsə o zaman istədiyiniz münasib çəkini cəzb edə bilməsiniz
clips/common_voice_az_220.wav	256044	 insanın şəxsi vücuduna mənfi münasibəti olduqca güclü hissdir və bu səbəblə də o bir çox mənfi emoşiyaları özünü cəzb edir
clips/common_voice_az_221.wav	192044	 əgər daima siz öz vücudunuzu tənqid edib onda qüsur tapırsınızsa onu heç vaxt dəyişə bilməzsiniz
clips/common_voice_az_222.wav	128044	 əksinə daha çox çəki toplayacaqsınız
clips/common_voice_az_223.wav	256044	 vücudunuzun hər kvadrat santimetrinə məhtun olun tərifləyin raziliq edib onu mükəmməl olduğunu düşünün
clips/common_voice_az_224.wav	128044	 haçan düşüncələriniz vücudunuzun mükəmməlliyi üzərində cəmlənir
clips/common_voice_az_225.wav	288044	 nə zaman ki siz ondan zövq alirsiniz o zaman siz ideal çəki tezliyinə yüklənərək onu özünüzə cəzb edirsiniz
clips/common_voice_az_226.wav	160044	 wallace oatles kitablarından birində yeməklə bağlı qəribə məsləhət verir
